tweet,label
ikutan sedih bacanya keputusan berat tapi saya yakin denise pasti sudah pertimbangan hal ini yang terbaik untuk denise semangat juga lockeys,sad
gatauu lagi sedih kalau lihat foto foto cowok ganteng,sad
lockey tetap semangat iya saya baru buka twitter sudah dibikin sedih karena saya yakin sekarang lockey tidak baik saja please jangan terpengaruh dengan hal negatif yang bikin kalian jadi semakin sedih intinya keep sopport secret number dan denise apapun yang terjadi,sad
senang akhirnya jenjang karir yang dimau abangku sudah kecapai tapi sedih juga harus jauh jauhan lagi nanti kalau menelepon pasti sombong deh menejer ini menejer jangan macam macam memang agak kotoran sih tapi tidak apa-apa uang jajanku menambah bismillah,sad
sedih sekali dengar kabar denise biasku di dia suaranya cakap sekali ampun tapi tidak apa apa apapun yang terbaik buat dia wish i belum hear your voice again,sad
sedih sekali denise leave,sad
ini tidak ada niatan digaji begitu iya sedih amat isip,sad
morning bangdisini lagi sedih abang lihat anakku menangis terus karena kucing kesayanganya ketabrak mobil,sad
bukan lockey tapi sedih sekali denise hengkang dari secret number menurut saya denise dan monday vocal terbaik di gen4 sih menurut saya iya jangan salty ditambah lagi mereka dari company kecil,sad
sedih dijual semua,sad
terus mengapai dipacarin kalau tidak bisa kasih kepastian nanti kalau ditinggal nikah sedih menyesal,sad
ingin dirumaah saja kak lagi sedih kucing saya barusan sekali meninggal,sad
sedih sekali dengernya,sad
saya bukan siapa siapa iya tapi kok ikutan sedih iya,sad
pas cheongsan peluk onjo demi allah saya sampai teriak jangan pergi ahelah terus menangis pas namra mau gigit onjo tapi tidak jadi itu kan namra teriak frustasi sekali sampai merinding saya karena tidak tahu iya sedih begitu pas anak anak nyamperin namra di rooftop saya menangis,sad
hari hari sedih terus,sad
sedih jisoo belum lirik saya,sad
saya sudah dewasa saya sudah kecewa,sad
sibuk sekali sama kuliah apalagi sudah praktikum offline jadi bolak balik lab tiap hari terus balik kost suka capai jadi tidak sempat buka sedih,sad
sedih nderr,sad
min lebih baik iya dibanyakin deh supaya kejadian yang merugikan tidak terjadi lagi kontrak dengan dreamies iya setahun kan nah membanyaki dream iya selama setahun ini supaya kita kita kebagian semua sedih sih tidak dapat dapat photocardnya,sad
sedih woy tolong,sad
orang kalau terlalu sering kecewa ngebatin iya pasti sudah di level iya bagaimana iya mau bagaimana lagi sampai pasrah begitu,sad
angin malam terus menyapa mencengkam rasa sepi ini tersenyum diri ini dibuatnya teringat manik indah dirinya saat menatap dengan senyum,sad
sedih saya,sad
teman saya lockeys baca ini ikutan sedih sekali,sad
read this before dengar lagu mark sok bila dengar tadi teringat tweet ini sedih di senanya lagu ini,sad
loh sudah berakhir kontraknya sedih sekali,sad
langit tahu banyak yang lagi sedih makanya turun,sad
jangan lupa join pin ku iya masih sepi huhu thank kamu semoga cepat bigwin iya,sad
ah sedih,sad
musiknya sedih,sad
hanya mirip sedih saja i really hope i could change the destiny tapi iya mana bisa saya tidak punya kekuatan apa apa buat ngubah takdir,sad
sedih tapi apapun hubungannya at the end of the day bakala tetap jadi stranger tidak sih,sad
ih sedih bayanginnya gimanapun suatu hari semuanya pasti mencapai akhir kan iya,sad
saya juga sedih,sad
lebih baik melihat dia marah dari pada melihat dia sedih,sad
sedih sekali lihat xiaojun meminta maaf karena wayv belum bisa coba,sad
aya sedih,sad
kecewa min,sad
baru bangun tidur woyy elah sedih sekali denise left padahal masih positif thinking dia akan coba ot7 mana vine tidak ada pengumuman resmi lagi memang agenshit,sad
sedih sekali hancur jujur sakit beet kalau ada apa apa jangan mengomong sama mamak saya mengomong sama saya,sad
tidak kokemang sedih kalau benar ener merasai diposisi pram atau niskalanya,sad
buset sedih tapi,sad
iya allah sampai tidak ekskul gara gara tidak dibangunin sedih,sad
saya yakin kedepannya lockey sedih kalau lihat gambar ini,sad
saya sedih sekali,sad
kasihan dan ikut sedih cari aman tanpa fototanpa upload dan lainnya kalau tidak jangan di dunia homo,sad
sedih karena mati ditinggal sayang,sad
saya sedih sekali lihat foto foto cowok ganteng,sad
noo eter niat mau mencari kembarannya bahkan sedih sekali,sad
tersesat dalam tangis menginginkan kehadiranmu tapi kamu tidak kunjung hadir bahkan hanya untuk sekedar mengabari sadar dan damai dalam jalan yang lurus tapi merasa tidak berarti karena hadirmu benarbenar sudah tidak disini bagaimana bisa saya melihat sosokmu dalam diri orang lain,sad
buka sekarang rasanya kaya sepi sekali,sad
lagi lagi sedih tidak ketemu sayang,sad
di udahin segitu saja sepi iya kalau dilanjutin bingung juga,sad
sudah tahu bikin sedih masih saja dibaca terus,sad
tidak terlalu kecewa iya tapi tetap tidak senang,sad
iya siapa yang tidak sedih anjerr mau mengomongnya juga bagaimana nanti perasaan orang yang tersinggung,sad
job sepi sekali,sad
iya ini mah tidak apa apa kak menunda dulu karena ada alasan tertentu ke depan juga bakal ingin punya beda cerita kalau yang benaran menolak rezeki alias kehadiran anak itu yang jadi topik diskusi sedih sih tapi iya itu hak mereka secara agama jelas tidak diperbolehkan,sad
heran saya masih pagi sudah nyinyir saja yaampun bagaimana saya tidak suka sedih iya even kesibukan saya saja kamu tidak berusaha cari tahu begitu bahkan begituu,sad
sedih dari segitu banyak yang lihat tweet ku tidak ada yang mau bantu hanya beberapa orang yang sudah bantu saya bisa dihitung terima kasih semoga allah ganti lebih banyak,sad
i aint lockey but i feel bad for that buat para lockey jangan sedih terus iya i wish all the best for denise secret number and lockey semangat terus lockey buat dukung denise,sad
iya kan sedih amat,sad
bangsat saya enjoy bersedihsedih karena saya suka menahan diri untuk tidak bersedih atau menangis stres relief ku adalah kisah angst,sad
sabar cuma agak sedih,sad
kalau pusing sama sedih pasti jadi kangen rumah,sad
sedih amat sudah,sad
versi selesai anjing sedih sekali,sad
butuh waktu yang lama untuk kembali percaya dan berdamai dengan rasa kecewa,sad
saya tim raydu tapi lihat ini sedih sekali fak,sad
enaknya nino kita apa ini iya ibu bisa bisa iya bikin anak mamak sedih nanti kalau sedih tidak bisa live igeh lagi,sad
saya tidak tahu kenapa bisa ikut bahagia ketika kamu sedang bahagia dibilang kontak batin takutnya saya salah saya sudah terlalu sering menganggap semuanya pure dari kontak batin tapi terkadang hal tersebut yang bikin saya kecewa dan saya tidak mau mengulanginya dibilang care iya sekali,sad
lagu sedih di campur perasaan beuhh makinn,sad
sedih sekali waktu salaman sama kucing,sad
sedih lah dia takde kawan,sad
fess ini es krim enak sekali tapi kok sekarang susah iya carinya sender sedih ini,sad
sedih saya jadi tidak depat anjing,sad
pasar lagi sepi,sad
halah paling juga gugur lawan pasang kecewa sama taktiknya,sad
saya tidak bisa makan apa nder sedih,sad
astaga sedih sekali denise tuh favorit sekali sudah suaranya,sad
saya sering ada di posisi sedih jadi waanjai satu sisi mewgulf itu sumber kebahagiaan buat saya dan mereka itu candu tapi sisi lain saya tahu kalau ini tuh salah tiap malam overthinking di ive tapi leave them tapi bagaimana caranya saya pergi dari sumber kebahagiaan saya,sad
a jangan sedih sedih nunaa,sad
habis lihat berita denise sedih amat sudah padahal vocalnya paling bagus di,sad
ini teel memang sepi apa bagaimana kesepian,sad
rules done akunku ikaruyanah semoga jaehwan sama baejin sembuh sedih liatnyaa,sad
judul temlenmu bikin mengakak habis mbah sehingga perjalanan inipun seperti jadi saksi gembala kecil menangis sedih,sad
lemas maszehh namanya juga manchester united kadang bikin bahagia kadang juga kecewa bukan begitu,sad
naeun menyukai lagu sedih dan setiap ia mendengarkan lagu lagu itu gambaran suasana hatinya,sad
kayaknya tim baby yang kecewa,sad
sempat sedih juga pas dengar tahun kemarin kok minus sedikit pendapatannya kayaknya gara gara kingdom juga sih ini semoga tahun ini bisa berlipatlipat gandaa,sad
i rasa sedih kalau i pergi kerja pepagi tertawa dia macam pergi sebab dia busy sangat kerja,sad
lagu merasa indah kenapa sedih iya,sad
iya kecewa harusnya out bareng kemarin aduh,sad
sedih saya masih sakit padahal semalam sudah minum obat,sad
sedih kulkasku cuma isi bunga es sama sayur,sad
paket saya kok belum dikirim juga iya padahal sudah dari dua hari lalu mesennya meni sedih ih asa lilaa,sad
sedih melihat kenyataan dilapangan banyak rekan pensiun pakai aturan uu ciptaker inskontitusional uang pesangon yang minim,sad
tapi pas lihat liriknya saya jadi merasa apakah ini yang dirasakan mark sesungguhnya saya sedih dan merasa jahatsebegitu depress iya seorang idol sampai kehilangan masa child nyademi karya yang kadang juga masih di hujat,sad
ih kenapa queen aunty jadi sedih,sad
kenapa iya kalau tengah malam itu suka sedih sendiri berlarutlarut terus semuanya mirip berkelebat di kepala mulai masa lalu masa sekarang masa depan tuh,sad
sendiri dan sepi saya ingin berlari menelusuri mimpi yang tidak kunjung menepi,sad
warded lagi ke muka sedih je,sad
hal yang membuat anda kecewa me,sad
ah denise nyanyi yeposo saya jadi double sedih sedih karena denise sedih karena jae,sad
sudah menonton kesekian kali dan masih tetap mewek recommended buat yang lagi mau menonton yang sedihsedih,sad
kesal dan sedih alias kecewa saudara laki-laki yang tadinya semangat jadi agak loyo,sad
kak laraa cepat sembuh yallah sedih sekali istirahat banyakbanyak,sad
apa saya harus mute word iya sedih lagi hemat tapi penven jajan,sad
sedih saya lagi bertengkar mereka saling cemburu akhirnya win ngembek,sad
iya kecewa,sad
pantas iya waktu hari kamis wajah ell tuh mirip lemas terus matanya berkaca kaca saya kira lagi sedih tapi saya kalau sakit suka begitu juga sih menangis ingin sembuh hiks,sad
gara gara fanart yang itu saya kalau lihat thomaya jadi sedih memikirkan yoimiya,sad
penonton kecewa,sad
ingin menonton ku kira kamu rumah tapi nanti saya sedih masa sendirian anjirini kawan di ajak tidak ada yang mau lagi,sad
ketika senang ia datang lagi ketika sedih ia tidak pernah pergi perkenalkan dia ibukubidadariku,sad
sedih sekali get well soon dayeon,sad
apa lah mama ini maaf sayang mama tidak jaga dhyan dengan betul mama leka maaf sayang cepat sembuh lah dhyan walaupun saya demam macam tidak demam tapi bila malam menampak saya macam itu sedih mama,sad
sumpah sedih sekali denise,sad
saya tidak ngestan tapi ini sedih sekali iya allah,sad
iya sedih sekali padahal sudah menunggu dia comeback lagi sama,sad
sedih foto sopinya diapus,sad
sedih sekali gila denise,sad
ada yang salah besar di klub kalau tiap musim tidak mampu jadi penantang gelar di tiap kompetisi kecewa setelah kecewa karena klub ini sekarang klub drama bukan soal prestasi lagi musim ini semua kejadian tidak enak terjadi di kandang jadi bahan olok olok bahkan untuk pihak yang tidak bahasa bola,sad
kok sedih sekali,sad
sedih sih cuma pusing saja pang,sad
tidak mengerti harus mengapai sedih saja begitu,sad
ora sedih iya mirip e we barang wingi upload nif,sad
kenapa maknae suka mirip begini sih mirip semua hyungnya sedih mewek kebanyakan maknae tetap padahal asilnya kan juga sedih tapi mirip tidak bisa menangis didepan kamera terutama maknae big hit sih tubatu kalian pasti sukses pasti saya yakin,sad
hal paling sedih itu di saat saya tidak tahu mau keluh sama siapa,sad
hanya dirimu yang bisa membuatku tenang tanpa dirimu saya merasa hilang dan sepi dan sepi,sad
omg lagu itu dulu dengar sebab taktahu apa relation iya tapi sudah besar baru tahu sedih gila itu,sad
foundation iya shiseido yang syncroskin mau saya kasih buat hadiah ultahnya ibu itu katanya bagus tapi harganya buat saya sedih,sad
sedih anjing pagi pagi dapat kabar begini terima kasih denise sudah menjadi bagian dari secret number dan lockeys dimana pun kamu akan selalu menjadi fan dihati lockeys,sad
tulisan yang luar biasa anak saya cewek masih bulan tidak bayangkan besok sudah usia sudah bisa mengurusi dirinya sendiri seperti mbak anin pasti rasanya sedih dan bangga bercampur aduk iya,sad
paling sedih waktu orang tua sudah kehilangan masa jaya dulu bisa kali tiap hari order makanann entah dan lain sekarang kalau mau order menunggu menang giveaway itu pun ada batasan belinya karena harus hemat sedih sekali sih tapi iya yang namanya dunia pasti muter,sad
iya iya sudah cocok huhu sedih sih tapi gapapaa,sad
tidak nder mirip iya gara gara quarantine deh soalnya dulu saya kalau maju santai sekali tidak nervous tidak tremor bagus bagus saja terus sekarang jadi kalau mau maju tuh masih enjoy saja tapi waktu sudah mulai mengomong buyar semua jadi tremor kata kata yang sudah disiapin hilang semua begitu deh jadi sedih,sad
sedih sekali iya denise tidak balik lagi ke,sad
huhu memang pendek sekali iya kalau tidak buka ig kadang tuh notif live tidak masuk suka sedih,sad
ih sedih benaran ini mah kok tega,sad
sedih belum dikabarin sama ayangk,sad
sedih kali wak,sad
sedih kenapa bub saya,sad
kita kecewa sama harapan yang kita buat sendiri,sad
barusan menonton ini sedih melihat ilrak jadinya dia benaran anaknya sih tertawa sok itu atau salah sangka saja,sad
aduh bagaimana iya buka pola pikir orangorang mirip begini sedih saja ngebacanya,sad
mau sedihtapi,sad
langit menjatuhkan bulirbulir yang sedih yang sedikit yang sakit yang tidak sungguhsungguh menghapus dosa apalagi kenangan,sad
bahagia adalah kecewa yang sudah lewat,sad
kok saya sedih iya saya menyesal kenapa saya tidak kenal bawa iya pas dulu saja sih pas pertama mereka buat series yang katanya tuh masih adem ayem saja rasanya kenapa saya harus merasai di moment sekarang sih yang isinya tuh cuma war terus jujur saja saya memang masih awam sekali kenal bawa,sad
bimbim lagi sedih bongan,sad
saya rusak sedih,sad
sepi sekali rasanya,sad
gila lockey kalian stay strong iya tidak terbayang kalau ada member yang keluar kalau ada berita member keluar entah dari grup manapun jadi ikutan sedih semoga trejo aman aman sampai kedepannya,sad
kecewa i guess,sad
elanga jangan sedih,sad
sedih tadi malam mimpinya jeleek kali sampai saya kebangun tengah malam menangis deress terus saya tahajud baca doa blabla terus mimpi jelek lagi sampai dalam mimpi itu saya capeek kali baca ayat kursi qul tapi setannya tidak pigi pigi anjing,sad
paling sedih bila menjenguk gambar class diaorg meja diaorg semua full bunga gambar apa semua then student yang selamat sampai sekarang diaorg trauma dengan tragedy tuh,sad
makanya yuyur agak kecewa biasanya pintar bikin baju bozz,sad
saya yang sudah menonton kim sabu berulang kali apa kabar yang ada menonton di net bikin tidak nyaman yang harusnya saya sudah terbiasa menonton adegan di meja operasi bahkan dibeginikan sumpah kecewa dari romantic tayang di net beda rasa feelnya jadi tidak sedapet mirip pas menonton di netflix,sad
barusan lihat trend denise katanya keluar dari iya ampun sedih sekali baru bangun baca beginian,sad
tidak tahu kenapa vibe pagi ini sedih pol,sad
sedih sekali mingdep huhu mnaa saya sekolah tuh tidak punya teman dekett begitu apalagii kloo begini sedihnyah ads join komunitas mahasiswa schcampus di telegram dan discord,sad
food is more tahan its fat calorie counts duuh sedih sekali tiap bawa pulang cakepastry yang riset cari bahan bikinnya berjam berjam cuma buat dikomentarin aduh ini lemak semua iya,sad
denisee huhu pagi pagi sedih lihat polaroidnya jadi kangen jaman who dis sama got that boom,sad
sedih betul jadi penyokong manu pagi ini,sad
sekarang masih begitu tidak kak sedih sekali,sad
sedih tangan sayang buntung,sad
huhu sedih sekali mana lagi on,sad
kok masih sepi iya,sad
sedih sekali sekali ah bias saya denise,sad
kalau anggaran tiap bulan iya bangkrut iya kalau lagi butuh saja dongmasa teroris pakai musim kadang muncul nanti sepi nanti muncul lagi kalau teroris ada iya terus dong aksinya sekalian sekarang lagi ada covid19 pas pemerintah sibuk ternyata terorisnya libur kalau pemerintah sibuk,sad
karena kecantikan luar biazaahh maka kamu jadi foto model di foto ini konsepnya memikirkan kenapa iya mas crush bahkan jadian sama temenku jadi sedih sekali,sad
anjing sedih sudah deh ini mah sudah berasa tidak lengkap lagi,sad
kecewa broken membuang sedih membuang masalah paling parah sih ingin move on,sad
itu serius mbak denise keluar sedih sekali tolong walaupun saya bukan fansnya tapi saya ikut sedih,sad
masih sepi tidak sih kok belum ada yang lewat,sad
dulu di medsos saya baca banyak yang komen psi itu dipelesetkan dengan kepanjangan partai sampah indonesiadan saya sangat sedih mendengarnyatapi sekarang saya baru mulai mempercayai akan hal ituterlebih sekarang setelah mengetahui kwalitas pimpinannya seperti ini,sad
mau dong mutualan sayang akun baru menetes masih sepi sekali,sad
sedih sumpah yang bikin saya bertahan nge stan secret number selama ini cuma denise sebenarnya dari awal member baru masuk sudah punya firasat kalau denise keluar sih saya masih tidak bisa menerima kedatangan member baru itu thankyou denise thankyou secret number and goodbye,sad
bahagia birthday tapi sedih season ini maybe tiada hadiah silverware with club epl sudah sah jauh ketinggalan ucl je lah tinggal itupun kalau mampu,sad
saya sempat punya hari di mana pada hari itu saya sedih karena kecewa kemudian hari ini saya bahagia kutertawakan hari itu,sad
gajian saja belum sudah ada yang mengomong nanti kalau gajian pinjam uang iya sedih kieu euy,sad
yang joonyong sedih sekali cibee kajaa,sad
dear hai saya umur punya sepupu cewek umur nah dia mau nikah terus dikira mua iya saya yang mau nikah sih sodaraku ini bilang intinya mukanya borosan saya ada tidak sih skincare yang gabikin muka boros sedih sekali dikatai begitu,sad
ini tidak pamer please saya benaran sedih lmao,sad
maaf tapi sayang kbe harus takedown jujur sedih sekali tapi mau bagaimana lagi kakak perempuan rasanya tuh aduh sekalian juga nanti saya mau debutin kisah baru mungkin ini kbe mau reborn tapi ceritanya berubah lah pokoknya jadi lebih ringan alurnya aduh maaf sekali dan tungguin cerita selanjutnya iya,sad
tadi waktu mau berangkat ke sekolah kan harus salim dulu kan sama orang tua terus tadi mau salim ke ayah tapi katanya sudah sana berangkat saja jadinya cuma salim ke mama sumpah mirip kenapa susah sekali tinggal julurin tangan doangtadi diperjalanan mikir keras sambil menahan tangis,sad
masih ingat pas di vlive soodam pernah kelepasan sebut soal denise dita mengiyakan lalu suasana jadi hening dan seketika ganti topik saya yakin kakak kakaknya di pasti sedih dengan kepergian denise mungkin di balik layar mereka tetap berhubungan baik meski sudah tidak bersama lagi,sad
sedih mau celana dalam,sad
kadang saya sedih kenapa jadi orang yang kalau ada apa apa diampet dewe kan jadi pusing dewe,sad
terkadang rasa kecewa yang mendalam itu disebabkan oleh harapan kita yang terlalu tinggi terhadap sesuatu,sad
sayang saya kemanaasiee sepi sekali mingyu,sad
enakan yang goreng atau kuah sih kemarin beli yang goreng mirip tidak ada pedespedesnya jadi kecewa,sad
halo siang min kok tidak bisa pesan tiket ku kira kamu rumah di gojek dengan alasan kota saya tidak ada di situ iya kecewa sekali,sad
sedih dahla yen pun mahal ibarat beli usd,sad
saya sedih sekali mirip huhuu kisah mereka mulus sekali mana relate sekali sama lirik di samping,sad
ore sedih ore mau punya chingu lah,sad
sedih sekali rasanya saya hatiku rasanya kretek kretek rasanya bagaimana iya di crushin seseorang yang seperti jeon jungkook jeles sekali iya tapi iya sudahlah mau bagaimana lagi semoga saya dapat jodoh yang mirip jungkook,sad
heleh padahal di hati terdalam kecewa luarbiasa,sad
ekspektasi berbanding lurus dengan rasa kecewa,sad
padahal saya tidak stan secret number tapi kok ikut sedih dengar denise keluar,sad
sedikit bangey baru juga beli belum sebulan sudah mau habis sedih sekali agak mahal juga tapi cocok sih lumayan nyobak yang wardah tidak cocok soalnya di saya,sad
lupa sekali caranya menangis kadang biar menangis saya pancing pakai menonton film sedih tetap saja susah bagaimana ini iya takut sistem air mata sudah tidak bereproduksi lagi,sad
mau dong mutualan akun baru menetes masih sepi sekali,sad
kecewa ditambah malu maluin bisa ketahan sampai adu penalti dari team championship padahal pemain inti yang main,sad
sedih saya tuh melihatnya,sad
baik pakai kata tolong dan bersedia menunggu sedih sekali,sad
mampir yuk yang lagi mencari bacaan angst dijamin menangis karena sedih sekali,sad
masih ingat sekali pas menonton bareng ini sekelas saya lagi sakit menssumilangeun film ini sedih sangat lagi menahan sakit perut pun tetap nangisin film,sad
kecewa paling mendalam itu ketika dalam hati cuma bisa bilang oh ya sudah cukup tahu saja,sad
lagi menulis surat karena dia ulang tahun buat teman yang berteman sudah dari kelas sampai sedih sekali huhuutt tidak menyangka berteman dari masih bodoh sampai sekarang bodoh juga sih maksudnya sudah lama begitu dari yang tidak tahu apa apa sampai yang sekarang kita sudah harus menentukan buat masa depan,sad
iya allah saya salah fokus tempatku pulang begini saja saya sedih kayari kayaknya sudah tahu rumahnya iya,sad
dulu tiap merasa tidak nyaman sedih takut kesal selalu mencari pengkaburan,sad
sedih mat5 season takda cup,sad
maybe sedih tapi iya mau bagaimana lagi kalau dipikir pikir itu bukan hak kita lagi mau iya di gimanain pun tetap bukan hak kita lagi cuz kita kan sudah jual barang tersebut ke dia dan dia sudah bayar barangnya sok barang tersebut sudah sepenuhnya jadi milik dia,sad
sedih sekali please,sad
pagi ini lagi ingin menangis terus bingung mikir soundtrack sedih apa yang bagus begitu buat menemani saya menangis eh ujungujungnya bahkan menonton ulang ending snowdrop dan saya berakhir tidak bisa berhenti menangis sekarang definisi dari menyakiti diri sendiri ini memang,sad
bangun tidur tiba tiba sedih,sad
sedih sekali ajjiirr tapi bahagia ending sih,sad
sedih sih saya kan malam hpnya sudah disita lagi dahal sedihnya overthinking iya malam terus bagaimana,sad
bestie saya mau nikahh tidak tahu kok rasanya sedih iya,sad
jebal kajja sedih sekali pas dia mengomong mirip begitu,sad
sedih juga iya kalau mau terang terangan bucinin saja bisanya di priv,sad
kadang kadang kita yang selalu buat diri kita kecewa sebab selalu overthinking anak kata overthinking sudah macam drama berepisod yang tidak berpenghujungg cuba tanya tuan badan yang di sana nun dia mesti fikir lain,sad
kak coba sambil mendengarkan lagu yang mellow sedih begitu,sad
gemini memang seburuk itu kah jadi sedih,sad
loh saya saja bisa menangis lagi pas scene ini sampai sekali selama ada irvan sakit sampai meninggoy dan full jessy menangis supaya sampai sedihnya ke pononton tapj saya kok tidak bisa ikutan sedih cuma pas andin sesengukan di makam itu saya sempat ikutan sedih,sad
saya lebih sedih melihat ini daripada manchester united kalah asli,sad
sedih sih cuma bagaimana,sad
sama kak saya juga dari semalam sampai kebangun pagi buta tuh karena itu memikirkan komentar orang itu pada jahat sekali tahu tidak komenya ada juga yang mengomongkan win saya sedih sekali saya asli dari tadi saja rasanya badmood sekali anjing,sad
heran seegois itu jadi manusia datang menjalin karena pas lagi sepi meninggalkan semua karena bosan dan mulai tidak sehati menjatuhkan karena terasa terlalu baik dihati,sad
saya sedih sekali,sad
hari ini tidak bisa mikir jernih bawaannya sedih thankyou denise youre favorite maknae,sad
ada yang mata iya sembab begadang sembari menahan tangis,sad
benar ini pikiran suka sekali memikirkan hal yang bikin sedih,sad
saya sedih,sad
sedih iya statement ini,sad
tidak punya sayang sedih jadi fan man utd sedih sedih,sad
pagipagi sedih lihat beritaberita sedih jadi sedih kan,sad
mu adalah saya yang sedang tidak tahu arah sedih,sad
sedih sekali a,sad
capai sekali packing barang mana banyak debu tapi sedih karena banyak knangan sih walopun hanya setahun tapi itu rumah sudah banyak aktivitas kita melakukan di situ,sad
kayaknya saya memang harus beneren harus mendengarkan sih zeco buat kali ini deh sedih juga deh saya kalau ginigini,sad
benaran dia fix keluar aa sedih,sad
hwaa denisee sedih sih tapi yang terbaik buat denise dan semoga sukses untuk kedepannya iya kamu sangat berbakat denise,sad
kangen dan sedihoverthinking apalagi kalau baca komen komen di buku lama,sad
welcome back denise sedih sekali baca pengumuman dari kamu pagi ini apalagi lihat insta story kamu yang foto sama member but walaupun kalian terpisah sekarang saya akan tetap selalu dukung kalian,sad
butuh season pokoknyaa khusus yang kkakkung couple harus ada soalnya sedih momennya hanya sedikit dan sebentar sekali dan semoga yesung oppa cepetcepet dapat pasangan di real life iya sudah waktunya menikah oppa kami menunggu undangannya,sad
tiba tiba sedih terus menangis,sad
sudah sedih semalam sekarang dengar denise keluar akwihfiaia makin sedih,sad
bukan lockey tapi sedih sekali dengar berita denise ngomong-ngomong kok bisa kontrakny beda per orang,sad
teman-teman crush sender jadi sering reply senderini sender harus senang karena di reply terus atau sedih kayaknya dia nganggep sender sebagai teman doangbtw kita sudah hampir tidak chatan selama sebulan terus dia sering reply sender begitu,sad
subuh begini sudah galau dan kecewa,sad
terima kasih denise sudah menghiasi akan selalu kami ingat sebagai our super main vocal kerandoman denise keceriaan denise thank you for all sumpah sedih sekali denise out dari tidak tahu alasannya apa kok out tapi mau bagaimana pun tetap dukung denise,sad
sumpah sedih sekali ini,sad
jadi tidak mood buka twitter bawaannya jadi sedih,sad
ikutan sedih,sad
benerbener sedih pagii yang harusnya bahagiaa karena keluargasuami tapi dibuat hancur dijam pagi ginisalah keluar rumah di pagihari,sad
sedih mart mu takde piala musim ini,sad
sedih doi belum mengucapkan hhuhu,sad
saya dari minggu lalu ingin ke pantai and tempat yang dingin dingin begitu mirip bukit tapi tidak kesampaian,sad
hahgue sedih sekali,sad
jadi rayyan positif teman-teman sebagai tante yang lemah ini tidak bisa sekali dengar berita keponakannya sakit sedih sekali tidak bisa bantu menemani anaknya belum bangun jadi belum dikasi tahu aa gatega,sad
sedih,sad
iya allah turut sedih juga soalnya dia teman monday,sad
terkadang disitu saya merasa sedih,sad
sorot matanya tidak bersinar seperti yang dulu ini terlihat sedih iya,sad
kalau tae sampai nge post ulang foto yang diledekin seokjin i get itu tae kenapa itu sedih sekali buat kamu,sad
guye saya lagi sedih sekali kucing saya satu meninggal,sad
kalau sudah drop begini baru terasa sepi hampa dan tidak guna,sad
bangun jam tadi karena mimpinya sedih barusan tidur lagi menit mimpinya bahkan lanjut another day of waking up with a heavy heart tidak enak,sad
huhu pirii kamu hebat keren kerja bagus untuk nya jaga kesehatan iya pirii sedih sekali ah gpunya akun kamu,sad
kak terima kasih banyak yaampun denise sedih sekali,sad
tidak tahu tapi dengernya sedih sekali,sad
oh iya itu kalau baca dari spoiler kayaknya sih iya sedih sekali cuma dia yang benaran peduli sama ruby,sad
mau sekali kak dari awal nge stan bangtan belum kebeli album merch army bomb sedih sekali,sad
pas mark live ig kemarin ada yang bertanya ada live koreografi tidak lagu mark tuh sedih masa kamu suruh mark nyanyi sambil ngedance yang benar saja,sad
menyesak dipendam kangen dipendam cemburu juga dipendam kecewa dipendam bahkan menangis juga dipendemsampe sakit dada,sad
sedih selalu ini,sad
non sedih sekali denise tidak lanjut di padahal menunggu sekali dan jujur saja member yang baru kurang sreg begitu di saya tapi tidak hate deh tetap dukung semangat denise dan secret number,sad
saya sepi amat sudah,sad
sedih lihat kamu bisa lebih bahagia dengan orang lain,sad
sedih euy sedekade yang lalu fan manchester united berani menyindir semua rival rivalnya fan manchester united sekarang cuma berani menyindir arsenal saja karena tahu diri,sad
pagi pagi sudah dibikin sedih saja sama dennise,sad
setelah nikah oke saja mau dibilang apapuntp makin kesini bahasa iya benerbener tidak buat enak dan stres sendiri sampai mikir mau kurus dengan cepat tapi tidak mungkinsemua itu butuh proses untuk sehat juga sedih sekali,sad
denise saya sedih,sad
saya masih sedih sudah difb base tapi saya tidak bisa mengirim arghh benaran saya lebih memilih untuk tidak apa apa keunfoll sendiri driada harus cari folls diakun ini akun teraman,sad
saya sedih sekali,sad
anjing saya lagi sedih baca ini bahkan tidak jadi sedih,sad
sedih saya pakai mati segala,sad
mantap ah sedih kucing mati pun saya kerja lagi hamba sistem nampaknya,sad
haha sedih sekali tahu tidak mau sampai kapan begini terus,sad
saya adalah seseorang yang bodoh dalam hal menyerah naruto uzumaki,sad
kadang merasa kesal sama diri sendiri tuh lebih ke sifat kekanakan sama too easy tapi explode alias emosi meledak meledak iya annoying,sad
aura tidak apa-apa kalau kamu menangis dan bikin kamu bisa mengeluarkan emosi yang kamu merasai tapi jangan lupa untuk tetap tersenyum iya besoknya tidak apa-apa menangis sebanyak sebanyaknya kalau itu memang bikin kamu lebih baik walaupun sedikit,sad
sedih sih saya takut makin bodoh,sad
bagaimana sudah sadar betapa lucunya kamu yang pernah bodoh untuk seseorang yang bahkan tidak pernah menganggapmu jika sudah mari tertawa bersama ngetawain perjuangan yang siasia serta harapan fiktif dengan luka yang nyata,sad
