tweet,label,label_id,jumlah_kata,panjang_karakter
iya sedih sekali padahal sudah menunggu dia comeback lagi sama,sad,2,10,62
sedih foto sopinya diapus,sad,2,4,25
sedih sekali gila denise,sad,2,4,24
ada yang salah besar di klub kalau tiap musim tidak mampu jadi penantang gelar di tiap kompetisi kecewa setelah kecewa karena klub ini sekarang klub drama bukan soal prestasi lagi musim ini semua kejadian tidak enak terjadi di kandang jadi bahan olok olok bahkan untuk pihak yang tidak bahasa bola,sad,2,50,297
kok sedih sekali,sad,2,3,16
sedih sih cuma pusing saja pang,sad,2,6,31
tidak mengerti harus mengapai sedih saja begitu,sad,2,7,47
ora sedih iya mirip e we barang wingi upload nif,sad,2,10,48
kenapa maknae suka mirip begini sih mirip semua hyungnya sedih mewek kebanyakan maknae tetap padahal asilnya kan juga sedih tapi mirip tidak bisa menangis didepan kamera terutama maknae big hit sih tubatu kalian pasti sukses pasti saya yakin,sad,2,38,241
hal paling sedih itu di saat saya tidak tahu mau keluh sama siapa,sad,2,13,65
hanya dirimu yang bisa membuatku tenang tanpa dirimu saya merasa hilang dan sepi dan sepi,sad,2,15,89
omg lagu itu dulu dengar sebab taktahu apa relation iya tapi sudah besar baru tahu sedih gila itu,sad,2,18,97
foundation iya shiseido yang syncroskin mau saya kasih buat hadiah ultahnya ibu itu katanya bagus tapi harganya buat saya sedih,sad,2,20,127
sedih anjing pagi pagi dapat kabar begini terima kasih denise sudah menjadi bagian dari secret number dan lockeys dimana pun kamu akan selalu menjadi fan dihati lockeys,sad,2,27,168
tulisan yang luar biasa anak saya cewek masih bulan tidak bayangkan besok sudah usia sudah bisa mengurusi dirinya sendiri seperti mbak anin pasti rasanya sedih dan bangga bercampur aduk iya,sad,2,30,189
paling sedih waktu orang tua sudah kehilangan masa jaya dulu bisa kali tiap hari order makanann entah dan lain sekarang kalau mau order menunggu menang giveaway itu pun ada batasan belinya karena harus hemat sedih sekali sih tapi iya yang namanya dunia pasti muter,sad,2,44,264
iya iya sudah cocok huhu sedih sih tapi gapapaa,sad,2,9,47
tidak nder mirip iya gara gara quarantine deh soalnya dulu saya kalau maju santai sekali tidak nervous tidak tremor bagus bagus saja terus sekarang jadi kalau mau maju tuh masih enjoy saja tapi waktu sudah mulai mengomong buyar semua jadi tremor kata kata yang sudah disiapin hilang semua begitu deh jadi sedih,sad,2,52,310
sedih sekali iya denise tidak balik lagi ke,sad,2,8,43
huhu memang pendek sekali iya kalau tidak buka ig kadang tuh notif live tidak masuk suka sedih,sad,2,17,94
ih sedih benaran ini mah kok tega,sad,2,7,33
sedih belum dikabarin sama ayangk,sad,2,5,33
sedih kali wak,sad,2,3,14
sedih kenapa bub saya,sad,2,4,21
kita kecewa sama harapan yang kita buat sendiri,sad,2,8,47
barusan menonton ini sedih melihat ilrak jadinya dia benaran anaknya sih tertawa sok itu atau salah sangka saja,sad,2,18,111
aduh bagaimana iya buka pola pikir orangorang mirip begini sedih saja ngebacanya,sad,2,12,80
mau sedihtapi,sad,2,2,13
langit menjatuhkan bulirbulir yang sedih yang sedikit yang sakit yang tidak sungguhsungguh menghapus dosa apalagi kenangan,sad,2,16,122
bahagia adalah kecewa yang sudah lewat,sad,2,6,38
kok saya sedih iya saya menyesal kenapa saya tidak kenal bawa iya pas dulu saja sih pas pertama mereka buat series yang katanya tuh masih adem ayem saja rasanya kenapa saya harus merasai di moment sekarang sih yang isinya tuh cuma war terus jujur saja saya memang masih awam sekali kenal bawa,sad,2,52,292
bimbim lagi sedih bongan,sad,2,4,24
saya rusak sedih,sad,2,3,16
sepi sekali rasanya,sad,2,3,19
gila lockey kalian stay strong iya tidak terbayang kalau ada member yang keluar kalau ada berita member keluar entah dari grup manapun jadi ikutan sedih semoga trejo aman aman sampai kedepannya,sad,2,31,193
kecewa i guess,sad,2,3,14
elanga jangan sedih,sad,2,3,19
sedih tadi malam mimpinya jeleek kali sampai saya kebangun tengah malam menangis deress terus saya tahajud baca doa blabla terus mimpi jelek lagi sampai dalam mimpi itu saya capeek kali baca ayat kursi qul tapi setannya tidak pigi pigi anjing,sad,2,40,242
paling sedih bila menjenguk gambar class diaorg meja diaorg semua full bunga gambar apa semua then student yang selamat sampai sekarang diaorg trauma dengan tragedy tuh,sad,2,26,168
makanya yuyur agak kecewa biasanya pintar bikin baju bozz,sad,2,9,57
saya yang sudah menonton kim sabu berulang kali apa kabar yang ada menonton di net bikin tidak nyaman yang harusnya saya sudah terbiasa menonton adegan di meja operasi bahkan dibeginikan sumpah kecewa dari romantic tayang di net beda rasa feelnya jadi tidak sedapet mirip pas menonton di netflix,sad,2,48,295
barusan lihat trend denise katanya keluar dari iya ampun sedih sekali baru bangun baca beginian,sad,2,15,95
tidak tahu kenapa vibe pagi ini sedih pol,sad,2,8,41
sedih sekali mingdep huhu mnaa saya sekolah tuh tidak punya teman dekett begitu apalagii kloo begini sedihnyah ads join komunitas mahasiswa schcampus di telegram dan discord,sad,2,26,173
food is more tahan its fat calorie counts duuh sedih sekali tiap bawa pulang cakepastry yang riset cari bahan bikinnya berjam berjam cuma buat dikomentarin aduh ini lemak semua iya,sad,2,30,180
denisee huhu pagi pagi sedih lihat polaroidnya jadi kangen jaman who dis sama got that boom,sad,2,16,91
sedih betul jadi penyokong manu pagi ini,sad,2,7,40
sekarang masih begitu tidak kak sedih sekali,sad,2,7,44
sedih tangan sayang buntung,sad,2,4,27
huhu sedih sekali mana lagi on,sad,2,6,30
kok masih sepi iya,sad,2,4,18
sedih sekali sekali ah bias saya denise,sad,2,7,39
kalau anggaran tiap bulan iya bangkrut iya kalau lagi butuh saja dongmasa teroris pakai musim kadang muncul nanti sepi nanti muncul lagi kalau teroris ada iya terus dong aksinya sekalian sekarang lagi ada covid19 pas pemerintah sibuk ternyata terorisnya libur kalau pemerintah sibuk,sad,2,43,282
karena kecantikan luar biazaahh maka kamu jadi foto model di foto ini konsepnya memikirkan kenapa iya mas crush bahkan jadian sama temenku jadi sedih sekali,sad,2,25,156
anjing sedih sudah deh ini mah sudah berasa tidak lengkap lagi,sad,2,11,62
kecewa broken membuang sedih membuang masalah paling parah sih ingin move on,sad,2,12,76
itu serius mbak denise keluar sedih sekali tolong walaupun saya bukan fansnya tapi saya ikut sedih,sad,2,16,98
masih sepi tidak sih kok belum ada yang lewat,sad,2,9,45
dulu di medsos saya baca banyak yang komen psi itu dipelesetkan dengan kepanjangan partai sampah indonesiadan saya sangat sedih mendengarnyatapi sekarang saya baru mulai mempercayai akan hal ituterlebih sekarang setelah mengetahui kwalitas pimpinannya seperti ini,sad,2,35,263
mau dong mutualan sayang akun baru menetes masih sepi sekali,sad,2,10,60
sedih sumpah yang bikin saya bertahan nge stan secret number selama ini cuma denise sebenarnya dari awal member baru masuk sudah punya firasat kalau denise keluar sih saya masih tidak bisa menerima kedatangan member baru itu thankyou denise thankyou secret number and goodbye,sad,2,43,275
bahagia birthday tapi sedih season ini maybe tiada hadiah silverware with club epl sudah sah jauh ketinggalan ucl je lah tinggal itupun kalau mampu,sad,2,24,147
saya sempat punya hari di mana pada hari itu saya sedih karena kecewa kemudian hari ini saya bahagia kutertawakan hari itu,sad,2,21,122
gajian saja belum sudah ada yang mengomong nanti kalau gajian pinjam uang iya sedih kieu euy,sad,2,16,92
yang joonyong sedih sekali cibee kajaa,sad,2,6,38
dear hai saya umur punya sepupu cewek umur nah dia mau nikah terus dikira mua iya saya yang mau nikah sih sodaraku ini bilang intinya mukanya borosan saya ada tidak sih skincare yang gabikin muka boros sedih sekali dikatai begitu,sad,2,40,229
ini tidak pamer please saya benaran sedih lmao,sad,2,8,46
maaf tapi sayang kbe harus takedown jujur sedih sekali tapi mau bagaimana lagi kakak perempuan rasanya tuh aduh sekalian juga nanti saya mau debutin kisah baru mungkin ini kbe mau reborn tapi ceritanya berubah lah pokoknya jadi lebih ringan alurnya aduh maaf sekali dan tungguin cerita selanjutnya iya,sad,2,48,301
tadi waktu mau berangkat ke sekolah kan harus salim dulu kan sama orang tua terus tadi mau salim ke ayah tapi katanya sudah sana berangkat saja jadinya cuma salim ke mama sumpah mirip kenapa susah sekali tinggal julurin tangan doangtadi diperjalanan mikir keras sambil menahan tangis,sad,2,46,283
masih ingat pas di vlive soodam pernah kelepasan sebut soal denise dita mengiyakan lalu suasana jadi hening dan seketika ganti topik saya yakin kakak kakaknya di pasti sedih dengan kepergian denise mungkin di balik layar mereka tetap berhubungan baik meski sudah tidak bersama lagi,sad,2,44,281
sedih mau celana dalam,sad,2,4,22
kadang saya sedih kenapa jadi orang yang kalau ada apa apa diampet dewe kan jadi pusing dewe,sad,2,17,92
terkadang rasa kecewa yang mendalam itu disebabkan oleh harapan kita yang terlalu tinggi terhadap sesuatu,sad,2,15,105
sayang saya kemanaasiee sepi sekali mingyu,sad,2,6,42
enakan yang goreng atau kuah sih kemarin beli yang goreng mirip tidak ada pedespedesnya jadi kecewa,sad,2,16,99
halo siang min kok tidak bisa pesan tiket ku kira kamu rumah di gojek dengan alasan kota saya tidak ada di situ iya kecewa sekali,sad,2,25,129
sedih dahla yen pun mahal ibarat beli usd,sad,2,8,41
saya sedih sekali mirip huhuu kisah mereka mulus sekali mana relate sekali sama lirik di samping,sad,2,16,96
ore sedih ore mau punya chingu lah,sad,2,7,34
sedih sekali rasanya saya hatiku rasanya kretek kretek rasanya bagaimana iya di crushin seseorang yang seperti jeon jungkook jeles sekali iya tapi iya sudahlah mau bagaimana lagi semoga saya dapat jodoh yang mirip jungkook,sad,2,34,222
heleh padahal di hati terdalam kecewa luarbiasa,sad,2,7,47
ekspektasi berbanding lurus dengan rasa kecewa,sad,2,6,46
padahal saya tidak stan secret number tapi kok ikut sedih dengar denise keluar,sad,2,13,78
sedikit bangey baru juga beli belum sebulan sudah mau habis sedih sekali agak mahal juga tapi cocok sih lumayan nyobak yang wardah tidak cocok soalnya di saya,sad,2,27,158
lupa sekali caranya menangis kadang biar menangis saya pancing pakai menonton film sedih tetap saja susah bagaimana ini iya takut sistem air mata sudah tidak bereproduksi lagi,sad,2,27,175
mau dong mutualan akun baru menetes masih sepi sekali,sad,2,9,53
kecewa ditambah malu maluin bisa ketahan sampai adu penalti dari team championship padahal pemain inti yang main,sad,2,17,112
sedih saya tuh melihatnya,sad,2,4,25
baik pakai kata tolong dan bersedia menunggu sedih sekali,sad,2,9,57
mampir yuk yang lagi mencari bacaan angst dijamin menangis karena sedih sekali,sad,2,12,78
masih ingat sekali pas menonton bareng ini sekelas saya lagi sakit menssumilangeun film ini sedih sangat lagi menahan sakit perut pun tetap nangisin film,sad,2,24,153
kecewa paling mendalam itu ketika dalam hati cuma bisa bilang oh ya sudah cukup tahu saja,sad,2,16,89
lagi menulis surat karena dia ulang tahun buat teman yang berteman sudah dari kelas sampai sedih sekali huhuutt tidak menyangka berteman dari masih bodoh sampai sekarang bodoh juga sih maksudnya sudah lama begitu dari yang tidak tahu apa apa sampai yang sekarang kita sudah harus menentukan buat masa depan,sad,2,49,306
iya allah saya salah fokus tempatku pulang begini saja saya sedih kayari kayaknya sudah tahu rumahnya iya,sad,2,17,105
dulu tiap merasa tidak nyaman sedih takut kesal selalu mencari pengkaburan,sad,2,11,74
sedih mat5 season takda cup,sad,2,5,27
maybe sedih tapi iya mau bagaimana lagi kalau dipikir pikir itu bukan hak kita lagi mau iya di gimanain pun tetap bukan hak kita lagi cuz kita kan sudah jual barang tersebut ke dia dan dia sudah bayar barangnya sok barang tersebut sudah sepenuhnya jadi milik dia,sad,2,47,262
sedih sekali please,sad,2,3,19
pagi ini lagi ingin menangis terus bingung mikir soundtrack sedih apa yang bagus begitu buat menemani saya menangis eh ujungujungnya bahkan menonton ulang ending snowdrop dan saya berakhir tidak bisa berhenti menangis sekarang definisi dari menyakiti diri sendiri ini memang,sad,2,40,274
bangun tidur tiba tiba sedih,sad,2,5,28
sedih sekali ajjiirr tapi bahagia ending sih,sad,2,7,44
sedih sih saya kan malam hpnya sudah disita lagi dahal sedihnya overthinking iya malam terus bagaimana,sad,2,16,102
bestie saya mau nikahh tidak tahu kok rasanya sedih iya,sad,2,10,55
jebal kajja sedih sekali pas dia mengomong mirip begitu,sad,2,9,55
sedih juga iya kalau mau terang terangan bucinin saja bisanya di priv,sad,2,12,69
kadang kadang kita yang selalu buat diri kita kecewa sebab selalu overthinking anak kata overthinking sudah macam drama berepisod yang tidak berpenghujungg cuba tanya tuan badan yang di sana nun dia mesti fikir lain,sad,2,34,215
kak coba sambil mendengarkan lagu yang mellow sedih begitu,sad,2,9,58
gemini memang seburuk itu kah jadi sedih,sad,2,7,40
loh saya saja bisa menangis lagi pas scene ini sampai sekali selama ada irvan sakit sampai meninggoy dan full jessy menangis supaya sampai sedihnya ke pononton tapj saya kok tidak bisa ikutan sedih cuma pas andin sesengukan di makam itu saya sempat ikutan sedih,sad,2,44,261
saya lebih sedih melihat ini daripada manchester united kalah asli,sad,2,10,66
sedih sih cuma bagaimana,sad,2,4,24
sama kak saya juga dari semalam sampai kebangun pagi buta tuh karena itu memikirkan komentar orang itu pada jahat sekali tahu tidak komenya ada juga yang mengomongkan win saya sedih sekali saya asli dari tadi saja rasanya badmood sekali anjing,sad,2,40,243
heran seegois itu jadi manusia datang menjalin karena pas lagi sepi meninggalkan semua karena bosan dan mulai tidak sehati menjatuhkan karena terasa terlalu baik dihati,sad,2,25,168
saya sedih sekali,sad,2,3,17
hari ini tidak bisa mikir jernih bawaannya sedih thankyou denise youre favorite maknae,sad,2,13,86
ada yang mata iya sembab begadang sembari menahan tangis,sad,2,9,56
benar ini pikiran suka sekali memikirkan hal yang bikin sedih,sad,2,10,61
saya sedih,sad,2,2,10
sedih iya statement ini,sad,2,4,23
tidak punya sayang sedih jadi fan man utd sedih sedih,sad,2,10,53
pagipagi sedih lihat beritaberita sedih jadi sedih kan,sad,2,8,54
mu adalah saya yang sedang tidak tahu arah sedih,sad,2,9,48
sedih sekali a,sad,2,3,14
capai sekali packing barang mana banyak debu tapi sedih karena banyak knangan sih walopun hanya setahun tapi itu rumah sudah banyak aktivitas kita melakukan di situ,sad,2,26,164
kayaknya saya memang harus beneren harus mendengarkan sih zeco buat kali ini deh sedih juga deh saya kalau ginigini,sad,2,19,115
benaran dia fix keluar aa sedih,sad,2,6,31
hwaa denisee sedih sih tapi yang terbaik buat denise dan semoga sukses untuk kedepannya iya kamu sangat berbakat denise,sad,2,19,119
kangen dan sedihoverthinking apalagi kalau baca komen komen di buku lama,sad,2,11,72
welcome back denise sedih sekali baca pengumuman dari kamu pagi ini apalagi lihat insta story kamu yang foto sama member but walaupun kalian terpisah sekarang saya akan tetap selalu dukung kalian,sad,2,31,195
butuh season pokoknyaa khusus yang kkakkung couple harus ada soalnya sedih momennya hanya sedikit dan sebentar sekali dan semoga yesung oppa cepetcepet dapat pasangan di real life iya sudah waktunya menikah oppa kami menunggu undangannya,sad,2,35,237
tiba tiba sedih terus menangis,sad,2,5,30
sudah sedih semalam sekarang dengar denise keluar akwihfiaia makin sedih,sad,2,10,72
bukan lockey tapi sedih sekali dengar berita denise ngomong-ngomong kok bisa kontrakny beda per orang,sad,2,15,101
teman-teman crush sender jadi sering reply senderini sender harus senang karena di reply terus atau sedih kayaknya dia nganggep sender sebagai teman doangbtw kita sudah hampir tidak chatan selama sebulan terus dia sering reply sender begitu,sad,2,36,240
subuh begini sudah galau dan kecewa,sad,2,6,35
terima kasih denise sudah menghiasi akan selalu kami ingat sebagai our super main vocal kerandoman denise keceriaan denise thank you for all sumpah sedih sekali denise out dari tidak tahu alasannya apa kok out tapi mau bagaimana pun tetap dukung denise,sad,2,41,252
sumpah sedih sekali ini,sad,2,4,23
jadi tidak mood buka twitter bawaannya jadi sedih,sad,2,8,49
ikutan sedih,sad,2,2,12
benerbener sedih pagii yang harusnya bahagiaa karena keluargasuami tapi dibuat hancur dijam pagi ginisalah keluar rumah di pagihari,sad,2,18,131
sedih mart mu takde piala musim ini,sad,2,7,35
sedih doi belum mengucapkan hhuhu,sad,2,5,33
saya dari minggu lalu ingin ke pantai and tempat yang dingin dingin begitu mirip bukit tapi tidak kesampaian,sad,2,18,108
hahgue sedih sekali,sad,2,3,19
jadi rayyan positif teman-teman sebagai tante yang lemah ini tidak bisa sekali dengar berita keponakannya sakit sedih sekali tidak bisa bantu menemani anaknya belum bangun jadi belum dikasi tahu aa gatega,sad,2,31,204
sedih,sad,2,1,5
iya allah turut sedih juga soalnya dia teman monday,sad,2,9,51
terkadang disitu saya merasa sedih,sad,2,5,34
sorot matanya tidak bersinar seperti yang dulu ini terlihat sedih iya,sad,2,11,69
kalau tae sampai nge post ulang foto yang diledekin seokjin i get itu tae kenapa itu sedih sekali buat kamu,sad,2,20,107
guye saya lagi sedih sekali kucing saya satu meninggal,sad,2,9,54
kalau sudah drop begini baru terasa sepi hampa dan tidak guna,sad,2,11,61
bangun jam tadi karena mimpinya sedih barusan tidur lagi menit mimpinya bahkan lanjut another day of waking up with a heavy heart tidak enak,sad,2,24,140
huhu pirii kamu hebat keren kerja bagus untuk nya jaga kesehatan iya pirii sedih sekali ah gpunya akun kamu,sad,2,19,107
kak terima kasih banyak yaampun denise sedih sekali,sad,2,8,51
tidak tahu tapi dengernya sedih sekali,sad,2,6,38
oh iya itu kalau baca dari spoiler kayaknya sih iya sedih sekali cuma dia yang benaran peduli sama ruby,sad,2,19,103
mau sekali kak dari awal nge stan bangtan belum kebeli album merch army bomb sedih sekali,sad,2,16,89
pas mark live ig kemarin ada yang bertanya ada live koreografi tidak lagu mark tuh sedih masa kamu suruh mark nyanyi sambil ngedance yang benar saja,sad,2,26,148
menyesak dipendam kangen dipendam cemburu juga dipendam kecewa dipendam bahkan menangis juga dipendemsampe sakit dada,sad,2,15,117
sedih selalu ini,sad,2,3,16
non sedih sekali denise tidak lanjut di padahal menunggu sekali dan jujur saja member yang baru kurang sreg begitu di saya tapi tidak hate deh tetap dukung semangat denise dan secret number,sad,2,32,189
saya sepi amat sudah,sad,2,4,20
sedih lihat kamu bisa lebih bahagia dengan orang lain,sad,2,9,53
sedih euy sedekade yang lalu fan manchester united berani menyindir semua rival rivalnya fan manchester united sekarang cuma berani menyindir arsenal saja karena tahu diri,sad,2,25,171
pagi pagi sudah dibikin sedih saja sama dennise,sad,2,8,47
setelah nikah oke saja mau dibilang apapuntp makin kesini bahasa iya benerbener tidak buat enak dan stres sendiri sampai mikir mau kurus dengan cepat tapi tidak mungkinsemua itu butuh proses untuk sehat juga sedih sekali,sad,2,35,220
denise saya sedih,sad,2,3,17
saya masih sedih sudah difb base tapi saya tidak bisa mengirim arghh benaran saya lebih memilih untuk tidak apa apa keunfoll sendiri driada harus cari folls diakun ini akun teraman,sad,2,30,180
saya sedih sekali,sad,2,3,17
anjing saya lagi sedih baca ini bahkan tidak jadi sedih,sad,2,10,55
sedih saya pakai mati segala,sad,2,5,28
mantap ah sedih kucing mati pun saya kerja lagi hamba sistem nampaknya,sad,2,12,70
haha sedih sekali tahu tidak mau sampai kapan begini terus,sad,2,10,58
saya adalah seseorang yang bodoh dalam hal menyerah naruto uzumaki,sad,2,10,66
kadang merasa kesal sama diri sendiri tuh lebih ke sifat kekanakan sama too easy tapi explode alias emosi meledak meledak iya annoying,sad,2,22,134
aura tidak apa-apa kalau kamu menangis dan bikin kamu bisa mengeluarkan emosi yang kamu merasai tapi jangan lupa untuk tetap tersenyum iya besoknya tidak apa-apa menangis sebanyak sebanyaknya kalau itu memang bikin kamu lebih baik walaupun sedikit,sad,2,37,247
sedih sih saya takut makin bodoh,sad,2,6,32
bagaimana sudah sadar betapa lucunya kamu yang pernah bodoh untuk seseorang yang bahkan tidak pernah menganggapmu jika sudah mari tertawa bersama ngetawain perjuangan yang siasia serta harapan fiktif dengan luka yang nyata,sad,2,32,222
tidak tahu kenapa saya bodoh sekali dalam hal mengingat bisa bisanya saya melupakan ulang tahun bestie saya padahal dari jauh hari ingat pas hari lupa jangankan dia ultah mami saya sendiri saja bisa lupa pas hari ada cara tidak sih buat jadi orang yang tidak lupaan capai,sad,2,47,271
gagal menjaga emosi di kata terakhir,sad,2,6,36
ini tadi saya beres beres saya tidak tahu kalau ada plastik yang digantungin di kursi meja makan itu isinya rambutan masih kecil kecil tinggal sedikit saya kira kulitnya saja jadi iya saya buang saja maklum tidak ada yang beres beres kalau tidak pas saya libur dimarah dong sampai marah sekali iya maaf saya rabun,sad,2,54,313
kalau bisa saya ingin mengulang waktu di tahun benci dengan keadaan sekarang terjebak diantara situasi yang membuat harus berpikir banyak hanya membuat tangisan di setiap harinya apakah bisa memutar waktu kembali,sad,2,31,212
pernah tidak sih kalian menyakiti diri sendiri biar tidak marah he,sad,2,11,66
kadang benci sama diri sendiri yang lemah sekali sedikit sedikit sakit sedikit sedikit sakit bikin repot semua orang,sad,2,18,116
bukan benci lebih tepatnya kecewa kemarin sih tidak sekarang iya hari esok iya tidak tahu tapi biasanya kecewa itu terbawa sampai kapanpun sih jadi iya silakan bawa semua barangbarang mu ambil kembali sisa sisa kehadiran mu agar yang tersisa hanyalah kisah mu saja,sad,2,43,264
adik ajak jogging pastu saya mimpi saya sudah jogging dengan dia aci lah itu hahahahaha bodoh sekarang,sad,2,17,102
saya gapaham kondisimu waktu kamu mencari saya buat bincangngobrol mirip biasanya itu mirip apa dan bodoh iya saya bahkan ceng ini gabutkasian maaf sekali saya tidak tahu kamu bakal semarah ini maaf sekali benaran saya tidak ada maksud buat begitu saya cuma bercanda mirip biasanya begitu,sad,2,46,288
saya janji memperbaiki diri demi kamu tapi maaf iya kalau buat jaga diri saya gabisaa saya benci diri saya sendiri,sad,2,20,114
hehehekalau saya kasihan ke diri sendiri karena kelemahan dan kekurangankekurangan yang saya punya jujur saja saya membenci hal itu saya benci kelemahan dan kekurangankekuranganku banyak halhal yang tidak bisa kulakukan karena hal itu doakan saya semoga bisa jadi lebih baik,sad,2,40,274
karena saya bodoh,sad,2,3,17
tapi cuy saya bahkan ke trigger lagi pikiran yang bikin kesal sama diri sendiri tertawa iya memang sih belum waktunya cuma sebenarnya saya tahu saya bisa sekali mirip begitu cuma tiap mau melangkah ada saja hambatannya gemas saja begitu mirip manusia bodoh sekali saya hapus ig dulu fix,sad,2,48,286
memang saya ateis saya kan pemuja fol ges coba jelasin secara rinci ateis yang tidak abal abal itu bagaimana kalau kamu memang pakar ateis kalau kamu tidak bisa jawab pasti kamu bakal mengatai saya cewek bodoh mirip tadi,sad,2,38,220
saya lihat hai bye mama baru prison play book baru episode sudah mewek saking terbawa emosi iya drama,sad,2,18,101
mana struknya sudah dibuang lagi bodoh sekali gueh,sad,2,8,50
awalnya saya sangat kesal dengan tapi lama lama bahkan kasihan,sad,2,10,62
kalau ingat saya bodoh sekali iya jadi cewek kadang sampai ingin menangis,sad,2,12,73
terlihat meyakinkan namun menyakitkan suatu saat kamu akan mengingatku entah sebagai orang bodoh yang berhasil kamu tipu atau sebagai orang baik yang kamu sia sia kan,sad,2,26,166
capai ih ingin marah bingung sama siapa,sad,2,7,39
sekali kalau saya dan cuma bisa balas seadanya dan siapa saya marah atau sebal wajar sih itu saya merasa bersalah,sad,2,20,113
maaf iya gais saya bodoh,sad,2,5,24
masa pagi sudah menangis benci sekali sama hati ku ini lemah,sad,2,11,60
saya terlalu keposeharusnya saya tidak tahu jadi tahu tapi mau bagaimana lagi pas tahu rasanya benci sekali sama dia tapi di satu sisi saya kasihan harus bagaimana juga tidak tahu jadi ini hanya rasa kasihan saja,sad,2,36,212
terlihat meyakinkan namun menyakitkan suatu sat kamu akan mengingat ku entah sebagai orang bodoh yang berhasil engkau tipu atau sebagai orang baik yang kamu sia siakan,sad,2,26,167
bagaimana iya rasanya hidup saya tidak bergairah saya tinggal dengan orang yang saya rasa tapi saya menggantungkan ekonomi sama dia meski dia pas pasan dan orang yang saya suka di bokek terus bodoh dan pengkhianat entah rasa saya masih ada apa tidak saya juga tidak berharap ketemu yang lebih menarik tidak mungkin,sad,2,52,314
sumpah kalau ingat mirip kok saya bodoh sudah cuma muah saja sekian detik sekarang saya menyesli itu karena mantan saya makin cakap anjing,sad,2,23,138
yang namanya terlanjur sayang itu ribet loh mau cuek tidak bisa mau marah tidak bisa bisanya cuma diam diemdiem menyesak diemdiem menangis,sad,2,22,138
dipaksa untuk mengerti perasaan emosi dirumah sedangkan tidak sebaliknya this its not fair,sad,2,13,90
kenapa saya bodoh sekali sih,sad,2,5,28
ah tidak mengerti sama aturan kerumunan kena sanksi ada yang hanya denda ada yang kena ada yang juta plus penjara bulanah sudahlah capai sama yang beginian maafkan saya yang bodoh dan dungu ini,sad,2,33,193
matimatian berusaha sayang sama diri sendiri bahkan di buat benci sama diri sendiri lagi cuma karena perkataan orang,sad,2,18,116
hai tidak tahu iya pagipagi begini ada yang mau baca keluhanku masih pagi sudah keluh iya jujur saja saya capai sekali hari terakhir rumah kacau sekali gede rasa gede rasa mama saya tiba tiba marah dan mengambek tidak jelas ke saya sama papa dia tidak mau masak di rumah pisah kamar dan lain cont,sad,2,54,296
dan menangis lagi pas prilly marah ke mama papanya ngeluapin semuanya saya menangis lagi yang di kehidupan prilly itu semua related,sad,2,21,131
ada beberapa hal yang patut kita berikan dan tidak tapi saya kita kadang terlalu bodoh untuk memberikan apa yang kita punya dengan orang yang bahkan kita tidak tahu apakah dia akan menetap atau pergi,sad,2,34,199
kayaknya gusti allah marah sama saya,sad,2,6,36
fasenya begini tibatiba mood melownangispengen marah tapi tidak bisagrutuntr pura pura biasa ajantr akhirnya ingin mengomong terus sampai capai baru nanti biasa lagi,sad,2,23,165
satu hal yang saya benci terlambat menyayangi seseorang,sad,2,8,55
menemani adekku main genshin di pas dia nyeritain soal gamenya panjang lebar pakai bahasa inggris tapi saya cuma oh hahah iyakah gangerti soalnya anjing berasa bodoh level akhir,sad,2,28,177
saya benci ketika menangis saat bersama temanku,sad,2,7,47
jangan marah padanya jika dia tidak lagi peduli tapi marahlah pada diri sendiri sebab ketika dia peduli kamu tidak pernah menghargai,sad,2,21,132
ayam mahal minyak masak mahal bahan mentah mahal anak naik harga banyak kang customer marah serba salah dibuatnya tidak tahulah sampai bila anak terus bertahan ada tidak peniaga yang rasa macam ini juga,sad,2,33,202
terlihat meyakinkan namun menyakitkan suatu saat kamu akan mengingatku entah sebagai orang bodoh yang berhasil kamu tipuatau sebagai orang baik yang kamu sia sia kan,sad,2,25,165
saya terlalu sayang kamu juga terlalu bodoh untuk memahami semua hanya permainanmu,sad,2,12,82
anjing ini episode sedih sekali bangsat saya menangis sampai hidung mampat,sad,2,11,74
part sih kala tantrum memang kerasa sekali emosi iya dari situ saya sudah mulai mewek,sad,2,15,85
micellar water bahkan mau buat bersihin kutek tolol sekali mikir apa kamu otakku yang kecil,sad,2,15,91
luka paling berat dan bikin trauma bangetbenci sekali tapi mirip iya udhudh terlanjur dan sudah terjdi ingin putar waktu lebih baik tidak kenal dia dari awaltp semua sudah terjdi iya,sad,2,30,182
sedih tapi tidak apa-apa setidaknya masih bisa ngabarin fan jadi iya tidak khawatir sekali karena ditinggal hilang,sad,2,17,114
mana banyak adkel alias malu sekali,sad,2,6,35
kemarin takut serok sekalinya hari berturutturum ijo terus sedih,sad,2,9,64
habis itu dia nge chat saya begitu loh habis nge chat iya begitu jadi dekat dekat beberapa kali tuh dia mengasih cokelat sama susu strawberry kalau tidak salah terus saya sama dia disekolah tidak pernah nyapa kadang eye contact saja soalnya dua duanya malu begitu kan agak sedih sih,sad,2,49,282
saya kok merasa ada difase maj up apapun malu iya sekarang,sad,2,11,58
dan pada akhirnya kamu menjadi bingung sama perasaan kamu sama pola pikir kamu terlalu takut untuk maju termenung dalam diam overthinking tiap malam masuk dunia virtual dan menjadi nyaman aman tentram tidak mau keluar mau tetap di sana bersama orangorang yang bisa mengerti kamu,sad,2,44,278
