tweet,label,label_id
koleksinya temukan angry draken unik nftindonesiamendunia merketplace skin 0 003 eth,neutral,3
ini kalo enggak ada yang kelas sepi dong,sad,2
beberapa orang tapi fyp tiktok isinya moment earthmix,neutral,3
memelihara tuyul saja enak,happy,4
enggak pula management rating apps di play store,neutral,3
sedih aingg,sad,2
username username sabar terus hehehee enggak mereka enggak tau kalau mereka tau aku sudah diceramahin panjang lebar nanti disangka aku enggak sayang allah lah dll sedih,sad,2
kamulah sslalu ku,neutral,3
sedih banget serebu saja kagak ada,sad,2
yatuhann sedih banget gue juga dritadi bacain review orang-orang pada jelek-jelek banget habis minum bukannya langsing malah pada sakit parah2 ngeri,sad,2
bacot parah galak kalau sudah marah jangan mau deh dimarahi lex caca saja kapokgabisa dibohongin kalau tentang cinta tapi kenapa tentang lainnya lu bege ya susah banget disuruh tidur atau makan my human diary yang kita dkt enggak tau gara-gara,anger,0
suami enggak dukung lahiran normal dari awal nyuruh sesar saja takut akunya enggak kuat melahirkan 2 anak aku jadi takut juga bawaannya tapi kalo dengar testimoni orang yang sc enggak ada yang bilang lebih enak dari normal,fear,1
bodoh ya bodoh saja tapi jangan mengajak mengajak,anger,0
username username itu cewek disakitin begitu saja masih bertahan dan tak melawan apalagi melaporkan terlalu mencintainya kah postingannya saja begini url,sad,2
gila lockey kalian stay strong ya enggak terbayang kalo ada member yang keluar kalo ada berita member keluar entah dari grup manapun jadi ikutan sedih semoga trejo aman2 sampai kedepannya,sad,2
pengin cuddle tapi malu aku karena takut kalo tidur ngorok,fear,1
apakah ini berarti takfiri ya allah cukuplah engkau sebagai rabb kami tempat bersandar dan meminta pertolongan kami berlepas diri dari orang orang yang mempersekutukanmu dengan apapun url,fear,1
supaya generasi yang sekarang jadi bodoh kan mudah di begoin,anger,0
kesukaan kan kesukaan atau ayam juga beberapa kali mentioned ayam di livenya,neutral,3
menyembuhkan sakit tidak mesti pakai obat ya kayak begini lagi flu bersin demam order es krim tengah malam kalo anak kampus bilang ini sih bm terpenuhi,happy,4
sih bego nyalain lilin semaleman alhasil bangun bangun deh habis,anger,0
bila je tak kacau tak,neutral,3
dia baik dia tanggung jawab dia perhatian dia pengganti sosok papah dia mengerti aku orang tuanya sayang anggap aku seperti anaknya dia tidak membiarkan aku sedih selalu khawatir kalo aku kenapa kenapa and now i lost him forever,sad,2
bgsd gue mengakak malem2 menonton ini anjir serius ini qalqalahnya mantap banget astaga receh banget guaaaa url via username,happy,4
ora sedih ya kayak e we barang wingi upload nif wkwkwk,sad,2
anjrit gue lagi sedih baca ini malah gajadi sedih,sad,2
rasional juga cara pikir yassona karena partainya paling banyak koruptor pak,anger,0
ikr diorang macam lucas tanpa priksa dulu knapa debut dkt 2 tahun baru nk nih kan lumis private investigator untuk siasat issue nih kerje sasaeng ah lucas,neutral,3
rada ngeri ya apalagi stranger begitu,fear,1
belum ge mulai kepala sudah nyut nyutan begini ngeri meledak saja sih,fear,1
yang dinamakan orang prik bin tolol,anger,0
hahaha lah die enggak ngomong2 juga tuh saat orang meminta foto karena ragu dia manusia apa patung aku sempat punya niat pencet hidungnya hahaha tapi ketinggian,happy,4
ada yang hancur karena sifat sombong ada juga yang hancur karena ditinggalin pas lagi sayang sayangnya,sad,2
bagus banget woy lagunya apalagi pas menonton livenya ditambah fanchantnya merinding gila pokoknya album ini memanjakan telinga banget bakal disayang sayang deh kalau dapat albumnya,happy,4
username sudah pakai perasaan sekali kita mengomong nya cuman benaran caesar sama connor yang ok didi sama darren its not bad lah untung demen sama yang pada nyanyi,happy,4
pagi buta sarapan nasi chiki boncabe hmm perut mulai agak enggak enak,sad,2
mau bilang rindu tapi bukan siapa mau blang cemburu juga bukan siapa-siapa memang benar yang bukan siapa-siapa mana bisa dapat apa-apa,sad,2
eh tahi takut gua jadi ciize,fear,1
username username memangnya siapa stakeholdernya dpr ya rakyat juga jaman sudah canggih enggak mungkin dikirim pakai selebaran ke puluhan juta orang cuma buat kasih tau orang dpr mengapai saja pakai twitter bisa anda bisa baca tweetnya dan bisa balas,anger,0
belum nemu atau mungkin enggak bakal nemu sosok lain yang juga bisa menyambung mengobrol ngalor ngidul sambil duduk enggak pindah tempat dari jam 15 22 atau bahkan 7 21 tanpa terdistraksi hp miss him a lot,sad,2
menasihati orang bodoh ia akan membencimu nasihatilah orang ia akan ali bin thalib,neutral,3
pakdheku pulsa telkomselnya tetiba hilang 50k lalu sms dari bpjs 4444 sama provider buat internet disalahin ke grapari kayak tanya orang tua susah dibilangin,anger,0
samin rasis sudah tua pikun sudah tidak punya rasa sehingga lupa statemenya melampui tuhan nggugu karsane priyonggo gonjak ganyuk ngelingsemi,anger,0
seberapa penting akun medsos kppn buat kanpus atau satker kalau sudah ada grup tele atau wa apa masih relevan saya rasa enggak sih ya mending satker tanya langsung ke grup,anger,0
okay kak icus juga semangat ya,happy,4
enggak kaget kalo tau pendukung gubernur kafir,anger,0
pagi ini olah raga jalan sehat santai dan senam ringan wbs pstw bm ii jelambar didampingi asn dan pjlp di rptra kalijodo sambil berolah raga dan rekreasi menikmati suasana taman bersama anak anak yang ada ditaman lansia sehat yes url,happy,4
iya ajgg ih benci banget,anger,0
baru sekali2nya komen pendapat di di akun kpop2 begitu yang ada btsnya terus langsung diserang netizen2 yang tiba-tiba menyeramkan wagelaseh wkwkw netizen memang menyeramkan ternyata wkwkw,fear,1
sejarah indonesia mengajarkan bahwa ajaran islam masuk ke indonesia dengan cara damai nilai mengenai perdamaian inilah yang sampai saat ini terus dipegang oleh umat islam indonesia,happy,4
sebagai anggota komite medik di rs tempat saya bekerja kami kadang membicarakan death case di rapat komite medik membicarakan pasien yang meninggal dalam perawatan di rs bagaimanapun tidak pernah menyenangkan wlopun bukan pasien sendiri pun,sad,2
aku gasuka ada ribut2 sama cewek nanti pasti update di instagram quote2 yang nyinggung satu gengnya ikut benci sama aku lah nyebar kemana mana lah ceritanya kalo versi ekstrem nya nih sampai bisa nyindir2 kalo lewat padahal aku cewek,fear,1
lu dan psi yang tak punya manfaat pengecut penjilat tukang fitnah ton gue punya teka teki partai partai apa yang berideologi dendam bermental jongos dan dosponsori taipan brengsek,anger,0
dia marah yae di ship sama ayato katanya yae miko based on yae sakura on honkai yang memang canonically lesbian tapi ini kan genshin impact,anger,0
adek gue ldks sama pengukuhan osis lewat online enggak enak banget,happy,4
h 9 mau ke bank rame banget sampai antrian tempat duduknya ada diluar toko emas meluber sampai enggak kelihatan mbak2nya yang jualan ke swalayan antrian kasir naudzubilah panjang benar pada bahagia semua kayaknya semoga oh semoga rs sepi pasien pada sembuh dan pulang untuk berbahagia,happy,4
semangat mas bogs,happy,4
buzzerrp bani bipang kafer komunis komen kepanasan 2022 masih bodoh bin dungu mudah di bohongin dan di tipu manusia rendah moral dan akhlak,anger,0
aduh gua kalo ujan begini panik takut bocor lagi,fear,1
sering tuh gua dibegitukan pas kalo baru ketemu apsara lagi kok perawatannya makin banyak makin gendut saja sih wah senyum saja iya2in saja dalem hati bacot lu anjing,anger,0
anteng main bayi ini tadi video call pengin dibeliin pesawat robot setelah edisi mobil robot dia ketagihan carinya kapaaan sekarang saja rapat sampai rabu jumat sudah pulang mana keukeuh pengin neng yang belikan,happy,4
efek pemilu itu toksik sekalipun yang toksik itu berhasil merubah diri jadi lebih religius tobat tapi ya enggak terus seenaknya paranoid penuh kebencian juga sih,anger,0
membuatmu dan mengubah,neutral,3
terus al baqarah 62 orang orang orang orang yahudi orang orang nasrani dan orang orang sabiin diantara mereka kepada dan hari akhir dan melakukan mereka mendapatkan nya,neutral,3
becek2 dikit enak kok,happy,4
jalanan masih luas lu mengapai klakson tolol depan belakang lu kagak ada kendaraan,anger,0
dulu pernah depresi karena sering dihina oleh orang terdekat suka dibully broken home dan minder serta punya hasrat sexual yang kelewatan tapi enggak bisa nyalurin karena takut dosa kayaknya saja biasa saja tapi serius enggak ada arah hidup url,fear,1
kapan kau tidak lagi jadi penjilat manusia paling bego di indonesia adalah ruhut,anger,0
awalnya di bio ig dituliskan every picture has a story dan aku mulai merenungkan kayaknya enggak deh memang di balik foto selfie ada cerita apaan oke berarti harus di ubah berarti menjadi berisi cekrekan teman dan cekrekan sendiri sip,happy,4
tadi aku lagi makan dapat notif kan kaget,fear,1
halah hidup kok cuma modal kontol tapi pengin cewek banyak berlindung dibawah sunah rosul nih nabi yang dengar pernyataan lo kayak begini menangis anjir sesat bangsat belajar agama boleh tapi jangan sampai mabok kayak orang ini ya teman,anger,0
username username inilah contoh manusia yang buta matanya sudah tau ok oce dan dp 0 hanya tipu muslihat mau di bilang ada paktanya sudah enggak waras ya lo,anger,0
pcr atau antigen di gejalanya mild biasanya flue,neutral,3
kgk soalnya aku semangat event,happy,4
pengin di pijit sekali rasanya sakit semua kaki ini sedih,sad,2
mrpro atasi gngguan mkan order wa 085799289494 bbm d19cb7a3,neutral,3
lagi marak hanya opini saja saya malah support mbavia yang menyedihkan banyak yang anggap itu lelucon makin aneh lagi banyak perempuan yang memojokkan mbavia fanatisme yang tinggi membuat empati kehilangan tempat,sad,2
username username sama kasusnya jawaban copy paste tanggapan 1 terus tanggapan ke 2 boleh enggak kita pelanggan maaf estimasi pembayaran kapan kalau jaringan bolt sudah benar hahahaha yuk ah,anger,0
semoga lulus ke universitas impian ya buat temanny semangat,happy,4
biyar semangat,happy,4
wah ngeri juga kali ya pemilik username mobil diam saja akinya bisa jatuh dan mobil langsung terbakar waduh terios mertua musti dicheck juga nih kalau begini takut terrbakar pas diparkir diam,fear,1
ngeri banget grup b,fear,1
alhamdulillah jimin sudah sembuh dari covid senang banget pas dapat kabar kalau jimin sudah sembuh,happy,4
honestly im not the cheerful type orangnya lebih suka diam kalo enggak penting malas mengomong enggak mau sok asik juga but karena tuntutan peran jadi sok baik deh haha lucu banget memaksakan buat two faced kesel juga sebenarnya,anger,0
tl gue sepi banget deh,sad,2
sudah dibangun mas di kabupaten sidrap sulawesi selatan sedikit telat bila dibandingkan dengan negara lain but not bad lah url,happy,4
benar banget haha sampai sekarang masih suka kebayang2 sendiri teman-teman yang baru menonton saja aku jadi ikutan menonton saking gamonnya,happy,4
tiap kali intuisiku benar itu antara bikin lega atau ngeri sih,fear,1
tipe orang memakai iya ke orang-orang tertentu enggak atau enggak kalo iya ofc ke orang-orang dan banget2,neutral,3
tak dan permainan hal,neutral,3
ketulusan sepasang kan mereka merasakan atau berjumpa dengan sang pencipta,neutral,3
ngeri amat wkwk,fear,1
terimakasih saudara iku kalian telah menyadarkan kami bahwa kepulangan dari persinggahan ini tidaklah memilih di mana tempat dan kapan waktunya sebagaimana air mata tak pernah memilih tempat jatuhnya url,sad,2
ya truee lagi lagi the oldies kan semua macam takut for booster sebab baca news regarding post booster effectsi memang ingat nak walk ini ppv dkt pwtc itu je nanti hahah,fear,1
sedih banget hancur jujur sakit beet kalau ada apa-apa jangan mengomong sama mamak gue sn mengomong sama aku,sad,2
yang diharapkan itu pacaran dengan langgeng dan bahagia kalaupun sekalinya menjadi mantan aku ingin kita menjadi teman bukannya musuh,happy,4
alhamdulillah persib menang hati happy tidur pun tenang mvp malam ini adalah username yang membolehkan menonton persib tanpa nge chat setelah seharian susah komunikasian gara-gara kesibukan adek bedur,happy,4
satu lagi pilihan menikah tidak ada didaftar pilihan haha jadi intinya saya ingin membebaskan pikiran saya pilihan2 hidup saya tanpa intervensi dari pihak manapun,happy,4
mau cerita ayah sender tuh bukan tipe orang yang suka marah atau suka mengomong kasar ke sender cuma tadi karena sender enggak mau ikut pergi keluar sender dibilang bego sama ayah sender rasanya sakit banget kaget hehe tapi sender menahan buat enggak menangis didepan ayah,sad,2
ini ada yang menunggu enggak sih aku lagi sakit terus tbtb kepikiran takut enggak bisa nyelesein apa yang sudah aku mulai jadi bakal memaksakan update dikit dikit ya,fear,1
dulu kakiku hanya beralaskan setapak tanah kepalaku pun hanya beratapkan langit kelam kekasih sejati pun hanyalah kesunyian di dalam kegelapan yang kuinginkan,sad,2
day 02 paginya leyeh leyeh pas air galonnya habis jadi panik kudu isi ulang galon naik turun gunung dengan jalan yang subhanallah dan waktu tempuh sekitar 1jam pulang pergi ampir jatuh ke jurang gegara tanjakan ngeri dan jalannya rusak,fear,1
mengasih tehaer ke keponakan baju dua biji celana sebiji koko sestel sama jaket sebiji sudah lebih setengah juta pesan kalo lo belum sanggup secara finansial pikirin lagi punya anaknya,fear,1
yuk semangat nih,happy,4
tiba-tiba tidur bangun2 terus tiba-tiba enggak enak pikirannya tiba-tiba pengin menangis tapi indak tau sebabnya yuk kompromi yuk,sad,2
makanya yuyur agak kecewa biasanya mhy pintar bikin baju bozz,sad,2
kalian kadang ketemu orang di socmed yang ternyata temannya sih ini begitu enggak sih eh ternyata sih ini mantannya sih itu atau wah ternyata sih ini yang bikin konten yutub ini why why the world is sok smoll,happy,4
serius gue takut jadi botak gara-gara rontok parah pas gue potong rambut di salon saja mbak mbaknya nyuruh gue periksa ke dokter takutnya ada apa-apa soalnya ini rontok sudah parah banget akarnya sudah enggak kuat,fear,1
semoga cerah siang buku sekalian ke mas pepen,neutral,3
setelah di salahkan sama beliau ini adegan scene di tkp kemarin masih terbayang dengan jelas di pikiran gue bahkan sedetik setelah gue buka mata pas bangun tidur im sok sad pakai banget,sad,2
sakit banyak quin ini masih mau diperiksa penyebabnya temenin dong takut nih sepi sekali,fear,1
semangat jangan menyerah terus mencolok,happy,4
omg lagu itu dulu dengar sebab taktahu apa relation nya tapi deh besar baru tahu sedih gila mv itu,sad,2
username username bcs doi gue anak pelayaran tapi memang benaran sih ditinggal 5 bulan begitu ketemu cuma 3 hari dari 5 bulan itu parahnya atasannya yang sudah beristri main cewek begitu kan ngeri sedih,fear,1
skenario berikutnya adalah ending tapi belum di ending kan oleh sang penulis nya biasanya dikonflikkan sepanjang waktua dipercayai atau mempercayai dulu saling ending of kemanusiaan di kala ini,neutral,3
username sianjiirrr demen banget bikin kontroversi,anger,0
ikan lele gabus selar teri basah adalah sumber protein yang baik untuk anak digoreng masak kecap bumbu mangut dst enak,happy,4
ce kah tweetnya,neutral,3
takut banget yatuhan sama cowok begini padahal saya sendiri cowok,fear,1
ceramah ustaz nih riak macam kita orangkan kita nak sunat tapi riak teruskan kerana kita kerana riak adalah riak,neutral,3
baik banget nih orang tapi suka sedih kalo orang orang lebih mentingin pcnya sih,sad,2
wozniacki out daria kasatkina ini loh mainnya gendeng super kencang nampar2 hebattt goodluck,happy,4
di kantor baru ditantang bikin marketing plan dan harus bisa bikin cowok branding sama bank biru takut enggak bisa belum tau bagaimana strateginya dan gue sudah kepalang resign di kantor sekarang,fear,1
aku langsung mencoba nder ini pakai minyak telon doang sih wah luar biasa terharu,happy,4
ih tolol ya ketakutan tantrum bocahnya dikampus sampai malam,anger,0
semangat menjemput rejeki coy,happy,4
aa makasii lu juga semangat ya,happy,4
enggak usah mewek sudah biasa gue lihat kpop keluar masuk enggak usah lebay enggak jadi lockey lagi karena bias lu out dalam dunia kpop keluar masuk itu hal biasa kalau agensi dan denise tidak sejalan beda kemauan mau apa lu mau maksa denise stay mau maksa vine cegah denise tetap stay enggak bisa bikin jengkeeeelll,anger,0
sampai 4 tahun sudah ganti pacar berkali kali sudah ganti gebetan berkali kali yang terus gue tangisin sampai enggak tidur 3 hari cuma dia doang padahal pacaran saja enggak,sad,2
enak atuh,happy,4
dih tolol,anger,0
ketika kamu yaudaah kamu akan di orang tepat cheers,neutral,3
kami punya cara kami sendiri untuk berdamai dengan diri kami lewat jalan komedi kalau ada yang punya cara berbeda apa berhak membuat kami bungkam padahal kami tidak mengusik cara yang mereka percayai,anger,0
aku di sini cengeng suka misuh tiap hari ngeluh belum lagi kalo mengomong kasar jadi tau aku aslinya kayak mana takut saja kalo ada teman rl nanti yang ada makin enggak nyaman sama aku jadi kalopun ada teman rl yang aku ajak ke sini i know i trust them,fear,1
ekspektasi emak jangan capek capek jadi sakit kan ya sudah istirahat sana realita emak sokorr salah mu kakean dolan domongi kon nek omah saja angel eram,sad,2
hubungan asrama justin dan selena membuktikan bahwa pacaran yang putus menyambung itu enggak sehat takut terbawa sampai setelah nikah makanya jb menikahi cewek lain huhu,fear,1
hei remaja bangkitlah dunia ini bukan hanya tentang cinta harga diri ataupun ketenaran tapi tentang bagaimana kita berkarya berinovasi dan membangun negara ini,happy,4
sangat sangat kesal dan merasa tidak enak aku biasa memperkenalkan suasana keseluruhan album melalui highlight clip untuk setiap album tujuannya adalah untuk memaksimalkan dan meningkatkan karakteristik musik secara visual melalui video dengan kualitas terbaik,anger,0
angka enggak menurutmu,neutral,3
tersenyumlah mi christychibi tinggalkan sedihmu bahagialah lupakan takutmu tetap semangat dan terus menjadi yang terbaik senang,happy,4
username iya kali ya cikk apalagi kaya besok yang mau pemadaman hmm byasanya kan kalo deh mepet enggak ada air ataupun listrik ke kos lu ya huhuuu,sad,2
anjir bsbsnya mimpi iparku ternyata jelmaan siluman babi ya tapi kalo dipikir2 ada korelasinya sih sama sikap sifat dan tingkah lakunya yang enggak layak disebut manusia wkwk cok baru kali ini aku bisa benci banget sama manusia,anger,0
mereka sangat kuatir dengan dukungan penuh nu kepada presiden username makanya yang mereka coba utak atik dan delegitimasi adalah istilah islam nusantara yang diperkenalkan dan dikembangkan nu sejak muktamar 2015 jadi persoalannya bukan agama tapi politik,anger,0
attack set is for hima bisa memakai arte bonusnya nya dps macam 4 gladi 4 hod begitu,neutral,3
kalau bisa aku ingin mengulang waktu di tahun 2017 benci dengan keadaan sekarang terjebak diantara situasi yang membuat harus berpikir banyak hanya membuat tangisan di setiap harinya apakah bisa memutar waktu kembali,sad,2
saat kita lagi euphoria begitu sih bapak bilang kalian ini tukang bikin masalah pakai nada bapak2 yang habis marahin anaknya karena meminta jajan tapi tetap dibeliin kebapakan banget pokoknya kita cuma ketawa gugup lalu teman sempat keceplosan maaf bapak kita sebenarnya takut,fear,1
baca komentarnya sungguh menguras emosi asu,anger,0
akutu pengin ngeluh tapi takut begitu karena ya takut dikatai enggak bersyukur sampai sempat dinyinyirin kerjaanku cuma curhat sama marah-marah tapi bagaimana ya,fear,1
kalo ada yang menganggap big is beauty terus kami mikir big is awal mula berbagai penyakit sah sah saja lah kalo tersinggung jangan jangan memang enggak yakin sama kepercayaannya mau setuju tapi sudah terlanjur,fear,1
lawan saya mah pasti menang saya nya ta tidak enak p,happy,4
tapi sih teman orang sekitar tiba tiba enggak dan tiba tiba goa orang,neutral,3
kpop dita nya kenapa lu bilang overproud iya enggak kesukaan lu saling respect,neutral,3
pengin menonton ku kira kau rumah tapi nanti aku sedih masa sendirian anjir ini kawan di ajak enggak ada yang mau lagi,sad,2
bahagia itu dekat seperti i cinta the way you sayang good morning sok sayang itu every single day tapi me ya cuma mau mengingatkan jika satu orang sudah mulai pudar kepeduliannya jangan pernah takut karena diluar sana akan ada orang yang lebih peduli sama kamu as long as you di something good juga,happy,4
itu pas workshop school rangers bareng anggota baru terus pas main game celananya p nicky robek gun kelihatan kaget begitu off mah ketawa mengakak,happy,4
tapi itu langitnya cerah,happy,4
apa juga apasih bagus dong tlvn2an sama gery nyolot2an mele wkwk heran h,happy,4
makikan je vvip gampang lagi tolol kayak begitu,anger,0
terima kasih sudah berjuang sejauh ini bertahan sekuat kuatnya jangan pernah mengeluh terus berjuang terus semangat walau sendiri jangan bersedih masih ada tuhan yang mau menemani tiap saat for me,happy,4
hibur gue plis hibur gue justin astaga gue berharap kemarin cuma rumor gue bahkan berharap bukan hailey perempuannya walaupun gue tau faktanya mereka sudah tunangan,sad,2
alhamdulillah atas kepercayaan klien psikotes calon karyawan nya berjalan lancar biro psikologi talenta aditama banjarmasin,happy,4
aku jengkelnya ke semuanya sih mbulet kayak benang kusut btw sudah selesai bacanya kalau sudah no spoiler please,anger,0
username jadi dia itu terlahir dengan wajah yang agak kurang enak dilihat begitu loh susah jelasinnya sedih terus dia kalo ke sekolah suka pakai helm karena diledekin sama seantero sekolah tapi keluarganya tuh sayang banget sama dia pokoknya mengharukan,sad,2
mengurusi neraka orang sampai bikin hastag sedangkan sholatlu masih bolong bolong al qur an mu masih tersimpan rapi di almari dan uangmu masih belum berkurang untuk sedekah pikir dong,anger,0
menurut dia tindakan itu bukan pelecehan seksual benar kan kata gue ilmunya pada enggak dapat jadi enggak mengerti deh apa apa saja yang termasuk pelecehan sexual url,sad,2
adalah menjadikan ali bin thalib,neutral,3
mudah-mudahan saat divonis bersalah lagi enggak ada yang menangis atau tiduran di jalanan sambil marah sampai menjelang larut malam ya,anger,0
makin modern gaya hidupmu makin banyak kamu produksi sampah plastik believe itu orang not username coba saja itu sehari kalo kamu makan berapa sedotan gelas plastik plastik makanan yang kamu buang,sad,2
cie yang sudah sering dapat dm begituan cie makanya bisa bilang begitu ke mbak via vallen cie iri karena gadapat dm dari pemain bola buat dilecehin url,anger,0
lihat show terakhir stun deh lincah banget curiga pas bayi enggak dibedong tuh opa mick rt username username sex nya itu den yang bikin muda terus,happy,4
mendengarkan sambil streaming video klipnya ngabisin quota pakai indihome,neutral,3
kok tiba-tiba malam ini mrasa kangen ya aku ingin berjalan sambil memegang tangannya aku ingin memeluknya dan mengatakan bahwa aku kangen aku ingin menangis di pundaknya dan mengatakan jangan tinggalkan aku god please tell him,sad,2
agak ngeri ya,fear,1
keluarga besar aku jangan risau sebab korg termakan hasutan puki lahanat adik beradik aku kecuali bapak sih murni kau hina sih syahirah nih gila makan gelojoh hitam buruk anak kau pon gila lah bodoh lagi teruk dari syahirah anak aku lyn baik je anak kau siall ayah suratman,anger,0
masih pagi sudah marah marah saja,anger,0
tadi pagi kelock sayang dahlah meskipun sudah unlock tetap takut banget jadinya move sekarang saja,fear,1
sumpah ya gue sampai takut tiap papasan sama ayam pasti ngelambat soalnya doi tuh bukannya minggir yang lebih dekat tapi malah nyebrang,fear,1
kalo cewek ada opsi kak kalo enggak pintar manage uang ya punya banyak uang karena kadang perkaranya itu soal enggak mampu sih bukan enggak mau,sad,2
buat saya apa yang dilakukan via valen simbol perlawanan yang perlu didukung apapun profesinya wanita tetap harus dihormati dan dihargai url,happy,4
rasanya putri papua kakak fientje maritje suebu duta ri untuk selandia baru papua torang torang indonesia indonesia papua papua indonesia,neutral,3
dengan santainya pakai kaos celana oblong sendal jepit ribut dikuncir gantung muka kucel modal laptop sama hp jalan sendirian sudahh lengkap sekali,happy,4
nelfon cs username disuruh tunggu untuk buat pelaporan 7 menit and still go on tanpa kabar dari cs cuma disuruh tunggu mengapai lama banget aneh,anger,0
halo username username akhirnya kemarin saya bisa tuker di carls jr pas itupun ditolak dulu awalnya karena belum ada token toko masukan lain kali untuk promo kalo belum siap semua dari username atau carls jr jangan jual2 dulu ke publik,anger,0
bagaimana kalo beautiful debut chen kalo fansnya bahkan bakal ditinggalin fan fake kita lagunya bagaimana kalo pengin orang shit berat,neutral,3
aku dong malam ini checkup darah ok warning untuk tensi dan kolesterol terus kenapa pusingnya ya dok sepertinya gejala maag oh begitu tapi aku mengetik ini sambil nyruput kopi,fear,1
kemarin beli hibiscus berry yakult enak nder segar,happy,4
musim kan tahun ke tahun begitu,neutral,3
kalo ini enggak ada bukti berarti fitnah tolong username menindaklanjuti pernyataan ybs jangan sampai dianggap tidak berani ya pak url,anger,0
ampun kenapa para seme pada risih atau malu buat manja hey kalian begitu tuh lucu banget tau malah mau kekep sampai bengek enggak,happy,4
parfume kok enggak ada yang enak sih aromanya,happy,4
habis mendengarkan ternyata enak banget,happy,4
soal via vallen gue sepakat sama nikita mirzani jangan lebay kalau enggak suka di begitukan tinggal tolak dan block itu orang jangan di share2 jadi konsumsi publik kayak ingin menampilkan kepolosan tak berdosa bagaimana begitu,anger,0
astaga temannya glo ada di mana mana rasanya malas banget enggak sih buat ngelanjutin gambar gambar lama wkakak hmm yupi ya dulu aku suka beli yupi ulet apa cacing ya pokoknya yang kayak ulet itu tapi sekarang sudah enggak pernah beli lagi hehe,happy,4
pura pura bego saat dibohongi itu menyenangkan,happy,4
sudah mencoba dari pagi siang sore malam sampai jam 1 2 3 4 subuh juga kagak bisa terus aku panik dong,fear,1
pakai atau kf94 kak btw,neutral,3
yaudah tuh mulai dari situ aku hopeless padahal niat aku tuh ngebahagiain diri aku sendiri dengan usaha aku sendiri karena aku mikir siapa lagi yang bakal ngewujudin wish aku tahun ini kecuali diri aku sendiri,sad,2
gerah perjalanan jauh,sad,2
terbawa emosi,anger,0
pacarku suka hilang ilangan tanpa kabar dan kadang ngilangnya bisa seharian begitu nah sekarang dia juga menghilang lagi sudah 2 hari kalo aku meminta putus begitu aku berlebihan kah jujur aku sudah capek banget tapi aku masih sayang,sad,2
saya kemarin kecewa dukung pas di tps kini semua sudah terbuka jati diri yang sebenarnya,sad,2
kalo masalah masuk akpolnya sih aku enggak tau ya soalnya papaku enggak pernah cerita tapi pacar kakak sepupu aku sudah 3tahun mencoba masuk baru tahun ini keterima walaupun papanya polisi tetap susah masuknya,sad,2
alhamdulillah jimin pagi yang baik kabar yang baik,happy,4
kurasa miiko adalah satu2nya orang tak bisa bikin tappei yukko,neutral,3
lima menit setidak apapun basah kemudian bisa hadirkan apabila kondisi tak a tapak kaki permukaan tanah basah tenn masukan ke saku jaketnya,neutral,3
anjir ini akun gila bego dongo bikin gue kaget saja,anger,0
harusnya kamu bahagia kayun karena khia sudah merelakan ngetag kayun meluangkan sedikit waktu untuk mengingat kayun tapi kayunya bukanya senang malah begitu kayak ada sedih sedihnya begitu wkwkw,sad,2
wah iya banget ini mas saya di tempat kerja sering banget dapat hal enggak ngenakin mereka cowok2 nganggepnya becandaan yang cewe2 nganggepnya saya yang salah kenapa begini kenapa begitu,sad,2
dichat dia sampai 20 pesan ternyata tadi gue mimpi bangstt,anger,0
haah belajar chargeman a1 sekali kerja amik former kat kilang jadi worker dengan orang atas yang kejap okay kejap tak okay nak ikut cakap dia macam kerja tak pernah siap kimak semua kerja siap tapi bodoh nak memekak juga baruah,anger,0
yagitu mulai perkenalan dari awal itu njlimet belum pertanyaan2 menye2 yang musti harus banget dijawab iya kalo lanjut kalo enggak ya sia2 kan,sad,2
hahaha lebih enak pakai nalar daripada mikir itung hitungan,happy,4
kita semua punya rasa marah sama wowo prof jangan dendam ya prof kan waktu memilih kita serahkan semua pada allah tapi kalo ingat terus kejadian itu boleh laah prof,fear,1
fokus saja ngembangin identitas tim untuk di masa depan mu sudah ancur2an sejak lewat sepertiga musim yuk mu semangat benahi tim,happy,4
model kecil tapi asal halal bakal saja ada yang beli bakal saja ada yang order pas keliru bakal ada saja yang jujur lu kata siapa ndri sok tau banget gue sudah ngalamin sendiri dari jualan pulsa dan kuoat internet 100 ribu doang sekarang ketutup ongkos gue buat pp kerja,happy,4
gaya presiden jokowi dalam blusukan adalah mendatangi masyarakat bertanya mendengar dan berdiskusi sambil tak lupa menyalami masyarakat yang dijumpai,happy,4
dengan berlindung merasa punya hak imunitas dpr ih bodoh amat saya enggak pilih dia sebagai perwakilan rakyat sok orang sunda diam wae santet saja dari jarak jauh sih orang pdi p itu nanti nglunjak dan besar kepala nya sih anjing,anger,0
akhirnya 2017 lalu memutuskan daftar gabung volunteer username yang maret lalu berkesempatan ikut local leaders day dari username di mana seluruh volunteer dari seluruh indonesia berkumpul saling berbagi semangat dan berbagi ilmu seru banget,happy,4
iya sih kalo pakai jubah tapi menonton sendirian agak malu kalo sama teman masih agak ketolong,fear,1
kadrun kroco sih cuman dapat nasbung jika ada order demo tapi kini lagi sepi order jadi kelaparan makanya mengaco meracau jadinya wkwk mengakak,happy,4
kalo baring bawaannya lelah kalo kerja bawannya semangat terus salut sih sama diri ini,happy,4
gue masih jengkel ya sama teman teman sekelompok gue,anger,0
baca ini aku jadi takut sedih padahal pakaianku sehari hari juga sudah syari kerudung menutup dada dan selalu pakai rok,fear,1
